Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,268
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,50
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,295
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,63
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1593
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,21
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,23
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,20
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,4
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,0
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,6
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,0
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,23
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,5
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,17
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,0
2020,FYTD,JUN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2020,FYTD,JUN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,73
2020,FYTD,JUN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,23
2020,FYTD,JUN,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,9
2020,FYTD,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,3
2020,FYTD,JUN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,53
2020,FYTD,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,4
2020,FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,28
2020,FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6
2020,FYTD,JUN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1138
2020,FYTD,JUN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,657
2020,FYTD,JUN,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,46
2020,FYTD,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,27
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Guatemala,Title 42,Expulsions,5
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,1
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Honduras,Title 42,Expulsions,3
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,1
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,27
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,50
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,1
2020,FYTD,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,57
2020,FYTD,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,104
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,17
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,315
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,8
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,666
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,13
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,165
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,234
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,403
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,29
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,736
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,41
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,1521
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,74
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,22285
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1276
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,690
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,597
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,28
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,10
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,94
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,168
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,15
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1229
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,33
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,9
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,12
2020,FYTD,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,1
2020,FYTD,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,37
2020,FYTD,MAR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2020,FYTD,MAR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,25
2020,FYTD,MAR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,15
2020,FYTD,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,60
2020,FYTD,MAR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,815
2020,FYTD,MAR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,265
2020,FYTD,MAR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,1
2020,FYTD,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,21
2020,FYTD,MAR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,3
2020,FYTD,MAR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,27
2020,FYTD,MAR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,1
2020,FYTD,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,38
2020,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,61
2020,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2128
2020,FYTD,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,324
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,12
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,15
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,25
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,2
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,187
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,6
2020,FYTD,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,84
2020,FYTD,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,216
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,128
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,411
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,148
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,573
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,117
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,465
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,20
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,1293
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,243
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,585
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,780
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,1951
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,667
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1353
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,4264
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,12130
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,166
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1821
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,20
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,234
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,169
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,830
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,49
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,436
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,225
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,881
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,1
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,129
2020,FYTD,MAY,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,1
2020,FYTD,MAY,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,0
2020,FYTD,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,15
2020,FYTD,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,7
2020,FYTD,MAY,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,7
2020,FYTD,MAY,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,0
2020,FYTD,MAY,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2020,FYTD,MAY,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,54
2020,FYTD,MAY,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,17
2020,FYTD,MAY,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,6
2020,FYTD,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,8
2020,FYTD,MAY,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,16
2020,FYTD,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,6
2020,FYTD,MAY,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,15
2020,FYTD,MAY,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,15
2020,FYTD,MAY,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,753
2020,FYTD,MAY,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,631
2020,FYTD,MAY,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,21
2020,FYTD,MAY,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,28
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,El Salvador,Title 42,Expulsions,1
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,0
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,Honduras,Title 42,Expulsions,1
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,0
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,15
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,25
2020,FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,69
2020,FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,92
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,205
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,8
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,450
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,10
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,55
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,86
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,347
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,28
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,507
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,54
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,1370
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,73
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,15388
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,805
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,624
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,452
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,9
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,47
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,52
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,4
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,819
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,16
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,10
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,8
2020,FYTD,NOV,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,2
2020,FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,50
2020,FYTD,NOV,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2020,FYTD,NOV,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,44
2020,FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,54
2020,FYTD,NOV,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,186
2020,FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,3212
2020,FYTD,NOV,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,642
2020,FYTD,NOV,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,28
2020,FYTD,NOV,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,37
2020,FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,52
2020,FYTD,NOV,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2951
2020,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1491
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,34
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,20
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,55
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,232
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,28
2020,FYTD,NOV,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,851
2020,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2371
2020,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1852
2020,FYTD,NOV,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,1112
2020,FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2820
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,923
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2483
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2068
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,13683
2020,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2053
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,295
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1275
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,559
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1015
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,164
2020,FYTD,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,76
2020,FYTD,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,6
2020,FYTD,SEP,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,4
2020,FYTD,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2020,FYTD,SEP,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,2
2020,FYTD,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2
2020,FYTD,SEP,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2020,FYTD,SEP,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,62
2020,FYTD,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,18
2020,FYTD,SEP,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,18
2020,FYTD,SEP,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,10
2020,FYTD,SEP,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,11
2020,FYTD,SEP,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,3
2020,FYTD,SEP,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,18
2020,FYTD,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6
2020,FYTD,SEP,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1527
2020,FYTD,SEP,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,935
2020,FYTD,SEP,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,36
2020,FYTD,SEP,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,39
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 42,Expulsions,1
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,2
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,18
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,2
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,48
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,55
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Other,Title 42,Expulsions,1
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,281
2020,FYTD,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,15
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,481
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,24
