Organization Name,Facility  Name,Tipo,Direccion,Fuente,longitud,latitud
,"(CAPASITS) Centro Ambulatorio para la Prevención y Atención del Sida e
Infecciones de Transmisión Sexual¬†",Salud,no disponible,OIM Directorio Virtual Servicios,-106.4528323,31.7370169
,Hospital General,Salud,no disponible,OIM Directorio Virtual Servicios,-106.4562579,31.7380543
,Hospital de la Mujer,Salud,no disponible,OIM Directorio Virtual Servicios,-106.4527362,31.7368422
,"Fiscalía Especializada en Atención a
Mujeres Víctimas del Delito por
Razones de G√©nero.","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.474066,31.7169675
,Fiscalia General del Estado de Chihuahua Zona Norte,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.461768,31.711959
,"(IFDP) Instituto Federal de Defensoría
Pública","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.4267678,31.6671011
,"Dirección Municipal de Derechos
Humanos","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.485,31.74652
,Comisión Estatal de los Derechos Humanos,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.4469876,31.7318124
,Comision Nacional De Los Derechos Humanos,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.434451,31.7267717
,Instituto Nacional de Migración,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.453061,31.7620471
,"(COESPO/CAIM) Consejo Estatal de
Población/ Centro de Atención a
Migrantes","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.4862424,31.7463729
,"Centros de Servicios Comunitarios
Integrados del Estado","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.4262384,31.68701
,"Consulado de la República de
El Salvador¬†",Consulados,no disponible,OIM Directorio Virtual Servicios,-106.4530285,31.7466729
,Instituto Chihuahuense de la Mujer | (CAVIM) Centro de Atención a la Violencia Contra Las Mujeres,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-106.4729463,31.7384015
,Instituto Municipal de las Mujeres,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-106.4833167,31.7385499
,Sin Violencia A.C.,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-106.4382024,31.6748665
,Centro de Justicia para las Mujeres,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-106.4740338,31.7166914
,DIF Municipal Ciudad Juárez,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-106.4545877,31.7514626
,"Subsecretaría de Educación y Deporte¬†
",Institucion publica / Educacion y Empleo,no disponible,OIM Directorio Virtual Servicios,-106.4523911,31.7501227
,Servicio Nacional de Empleo,Institucion publica / Educacion y Empleo,no disponible,OIM Directorio Virtual Servicios,-106.4598942,31.7105772
,"Red Binacional de Apoyo Humanitario / (CLINIC) Catholic Legal Immigration
Network, Inc.¬†","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.4865396,31.7393088
,"(DHIA) Derechos Humanos Integrales
 en Acción A.C","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.4845033,31.7443272
,(HIAS) Hebrew Immigrant Aid Society,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-106.4457926,31.7415452
,Aeropuerto Internacional de Ciudad Juárez,Transporte,no disponible,OIM Directorio Virtual Servicios,-106.435702,31.635723
,Central de Autobuses Ciudad Juarez,Transporte,no disponible,OIM Directorio Virtual Servicios,-106.4373521,31.6922602
,Casa del Migrante Movilidad Humana de la Diócesis de Coatzacoalcos.¬†,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-94.4269147,18.1206146
,Albergue Santa Faustina Kowalska,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-94.457643,18.1389263
,Instituto Federal de la Defensoría Pública (IFDP),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-94.5171166,18.1394799
,"Procuraduría Municipal de Protección a Ninas, Ninos y Adolescentes¬†","Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-94.4532977,18.1297595
,Instituto Municipal de la Mujer,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-94.417606,18.1469732
,Movimiento de Asistencia a la Mujer Veracruzana A.C.,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-94.4427517,18.1462659
,"Sub-Delegación dei Instituto Nacional de Migración, Oficina de Regulación Migratoria. ","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-94.4201366,18.1390408
,Hospital Regional de Coatzacoalcos Dr. Valentin Gomez Farias,Salud,no disponible,OIM Directorio Virtual Servicios,-94.4243161,18.145159
,Cruz Roja Mexicana Delegación Coatzacoalcos,Salud,no disponible,OIM Directorio Virtual Servicios,-94.4358342,18.1376467
,Centro Ambulatorio para la Prevención y Atención en SIDA e Infecciones de Transmisión Sexual (CAPASITS),Salud,no disponible,OIM Directorio Virtual Servicios,-94.4240998,18.1454887
,Central de autobuses de Coatzacoalcos ,Transporte,no disponible,OIM Directorio Virtual Servicios,-94.4447862,18.1208153
,Comisión Estatal de los Derechos Humanos,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-94.419073,18.1462695
,Centro de Atención y Desarrollo Integral para personas en Situación de Indigencia (Cadipsi),Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-103.3487582,20.6577948
,La Casa Del Migrante Cerro Del Cuarto,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-103.3498476,20.6014841
,Albergue para Migrantes El Refugio,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-103.3495971,20.6012698
,Banco Diocesano de Alimentos ,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-103.3550738,20.6559302
,Comite Operativo del Banco Diocesano de Alimentos¬†,Albergue y Alimentacion,no disponible,OIM Directorio Virtual Servicios,-103.3742175,20.6509774
,Ex Convento Del Carmen,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3532585,20.6752641
,Casa de la Cultura Jalisciense¬†‚ÄúAgustín Yáñez‚Äù,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.349376,20.662189
,Casa Taller Jose Clemente Orozco,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3854239,20.6740429
,Cultural Centenario,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3547946,20.6794785
,Centro Cultural Casa Colomos,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3907775,20.7052498
,Centro Cultural Atlas,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3282931,20.6446176
,Centro Cultural San Diego,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3502006,20.6833277
,Centro Cultural Luis Paez Brotchíe,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3306379,20.688803
,Centro Cultural Hacienda de Oblatos / Biblioteca Maria Luisa Hidalgo Riestra,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.2938783,20.6844009
,Centro Cultural Santa Cecilia,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.2894625,20.7067157
,Centro Creativo La Ferro,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3490502,20.6444636
,COMUDE Guadalajara (Consejo Municipal Del Deporte de Guadalajara),Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3331684,20.6949995
,Catedral de Guadalajara,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.346984,20.677034
,Teatro Degollado,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3444316,20.6770647
,Plaza de la Liberación,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3457694,20.677015
,Rotonda de los Jaliscienses Ilustres,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3472206,20.6777516
,Plaza de Armas,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3469788,20.6761719
,Plaza Tapatía,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3409704,20.6767004
,Instituto Cultural Cabañas,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3373288,20.6769024
,Acuario Michin Guadalajara,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.351358,20.692824
,Bosque Los Colomos,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3935931,20.7087217
,Parque Metropolitano de Guadalajara,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.4383442,20.6712451
,Zoológico Guadalajara,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3069716,20.7288303
,Eco Tianguis Plaza Patria,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3798798,20.7121901
,Central de Abastos,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3835297,20.6544202
,Mercado Libertad - San Juan de Dios,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3398497,20.6755343
,"Mercado ""General Ramón Corona""",Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3494036,20.6777507
,Tianguis El Baratillo,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.3192294,20.6835529
,Tianguis del Sol,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.4328311,20.6517874
,Bazar del Padre Cu√©llar,Compras / Cultura y Recreacion,no disponible,OIM Directorio Virtual Servicios,-103.4135908,20.6608557
,Cohesión de Diversidades Para la Sustentabilidad A.C. (Codise),LGBTQ,no disponible,OIM Directorio Virtual Servicios,-103.3524443,20.6753326
,Instituto Municipal de las Mujeres en Guadalajara,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-103.3222778,20.6990934
,Sistema DIF Zapopan,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-103.4014951,20.7364094
,Sistema DIF Jalisco,"Mujer, Niñez y Juventud",no disponible,OIM Directorio Virtual Servicios,-103.3306026,20.6562594
,Cruz Verde Leonardo Oliva,Salud,no disponible,OIM Directorio Virtual Servicios,-103.3819772,20.6459875
,Cruz Verde Ernesto Arias,Salud,no disponible,OIM Directorio Virtual Servicios,-103.3428911,20.6622694
,Hospital Civil Viejo Fray Antonio Alcalde,Salud,no disponible,OIM Directorio Virtual Servicios,-103.3435825,20.6880786
,Hospital General de Occidente Zoquipan,Salud,no disponible,OIM Directorio Virtual Servicios,-103.3697041,20.7174108
,"Instituto de Salud Mental (SALME)
",Salud,no disponible,OIM Directorio Virtual Servicios,-103.371096,20.718261
,Hospital Materno Infantil Esperanza López Mateos,Salud,no disponible,OIM Directorio Virtual Servicios,-103.351225,20.6624776
,IMSS Centro Medico de Occidente,Salud,no disponible,OIM Directorio Virtual Servicios,-103.3262263,20.686779
,Departamento de Clínicas Odontológicas Integrales,Salud,no disponible,OIM Directorio Virtual Servicios,-103.3328761,20.6851422
,Instituto Nacional para la Educación de los Adultos (INEA),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3634016,20.6756472
,Preparatoria Abierta SEP-Colegio de Bachilleres del Estado de Jalisco (COBAEJ),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.368023,20.675228
,Secretaría de Educación Pública (Jalisco),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3836173,20.6705969
,Centro de Capacitación para el Trabajo Industrial (CECATI) 190,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.279472,20.6778487
,Instituto Jalisciense para los Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3558104,20.6738705
,Seguro Popular,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3690631,20.6781657
,Secretaría de Movilidad,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3461804,20.7056247
,Instituto Jalisciense de Ciencias Forenses / Unidad Administrativa Las √Åguilas,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.4169073,20.6311816
,Instituto Jalisciense de Ciencias Forenses / Palacio Federal Guadalajara,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3473382,20.6849983
,Instituto Jalisciense de Ciencias Forenses / Gran Terraza Belenes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.4009953,20.7382089
,Comision Estatal De Derechos Humanos Jalisco,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3709581,20.6756754
,Centro de Justicia para las Mujeres,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3376534,20.7015624
,Consejo Estatal para la Prevención y Atención de la Violencia Intrafamiliar (CEPAVI),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3737561,20.687046
,Consejo para la Atención de las Víctimas del Transporte Público,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3704081,20.7157977
,Fiscalía General Del Estado de Jalisco,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil",no disponible,OIM Directorio Virtual Servicios,-103.3588984,20.6829761
