,ciudad,latitude,longitude,etiqueta,entidad federativa / municipio,presentados 1,canalizados 1,subtotal 1,presentados 2,canalizados 2,subtotal 2,presentados 3,canalizados 3,subtotal 3,presentados 4,canalizados 4,subtotal 4,presentados 5,canalizados 5,subtotal 5,presentados 6,canalizados 6,subtotal 6,presentados 7,canalizados 7,subtotal 7,presentados 8,canalizados 8,subtotal 8,presentados 9,canalizados 9,subtotal 9,presentados 10,canalizados 10,subtotal 10,presentados 11,canalizados 11,subtotal 11,presentados 12,canalizados 2.1,subtotal 12,presentados total,canalizados total,total
261,"Hermosillo, Sonora",29.0948207,-110.9692202,municipio,"Santa Ana, Son.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.0,393.0,1938.0,743.0,440.0,1183.0,2137.0,1125.0,3262.0,1788.0,900.0,2688.0,615.0,481.0,1096.0,840.0,304.0,1144.0,916.0,130.0,1046.0,8584.0,3773.0,12357.0
262,"Huatabampo, Sonora",26.8248431,-109.6420085,municipio,"Balancán, Tab.",4.0,5.0,9.0,4.0,0.0,4.0,46.0,7.0,53.0,5.0,0.0,5.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,63.0,0.0,63.0,16.0,0.0,16.0,0.0,0.0,0.0,347.0,1.0,348.0,953.0,4.0,957.0,1460.0,17.0,1477.0
263,"Imuris, Sonora",30.7874899,-110.8463861,municipio,"Cárdenas, Tab.",104.0,21.0,125.0,99.0,47.0,146.0,132.0,42.0,174.0,87.0,26.0,113.0,535.0,108.0,643.0,1367.0,6.0,1373.0,1759.0,5.0,1764.0,3418.0,3.0,3421.0,2793.0,3.0,2796.0,3374.0,10.0,3384.0,3681.0,198.0,3879.0,5316.0,16.0,5332.0,22665.0,485.0,23150.0
264,"Navojoa, Sonora",27.0721872,-109.4438227,municipio,"Centla, Tab.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,43.0,0.0,43.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,45.0
265,"Nogales, Sonora",31.3285057,-110.9450472,municipio,"Centro, Tab.",636.0,42.0,678.0,274.0,101.0,375.0,738.0,152.0,890.0,131.0,38.0,169.0,1983.0,172.0,2155.0,4915.0,188.0,5103.0,7420.0,317.0,7737.0,8202.0,657.0,8859.0,9187.0,2076.0,11263.0,5661.0,1677.0,7338.0,11628.0,501.0,12129.0,17357.0,107.0,17464.0,68132.0,6028.0,74160.0
266,"Puerto Peñasco, Sonora",31.3170867,-113.531819,municipio,"Comalcalco, Tab.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,143.0,1.0,144.0,85.0,0.0,85.0,52.0,0.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,1.0,334.0
267,"San Luis Río Colorado, Sonora",32.4517957,-114.7652542,municipio,"Emiliano Zapata, Tab.",59.0,65.0,124.0,80.0,32.0,112.0,188.0,143.0,331.0,129.0,100.0,229.0,275.0,110.0,385.0,324.0,44.0,368.0,394.0,22.0,416.0,303.0,11.0,314.0,548.0,3.0,551.0,898.0,54.0,952.0,1238.0,41.0,1279.0,1452.0,42.0,1494.0,5888.0,667.0,6555.0
268,"Santa Ana, Sonora",30.5410922,-111.1184881,municipio,"Huimanguillo, Tab.",1159.0,490.0,1649.0,1004.0,747.0,1751.0,1230.0,782.0,2012.0,1278.0,980.0,2258.0,2852.0,1053.0,3905.0,3944.0,325.0,4269.0,6889.0,443.0,7332.0,11380.0,755.0,12135.0,11866.0,754.0,12620.0,12689.0,869.0,13558.0,13224.0,669.0,13893.0,10942.0,360.0,11302.0,78457.0,8227.0,86684.0
269,"Balancán, Tabasco",17.79751665,-91.34585889385215,municipio,"Jalapa, Tab.",9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,190.0,570.0,2.0,572.0,1182.0,5.0,1187.0,970.0,1.0,971.0,1042.0,2.0,1044.0,1492.0,28.0,1520.0,2071.0,0.0,2071.0,7526.0,38.0,7564.0
270,"Cárdenas, Tabasco",17.990878,-93.3753314,municipio,"Macuspana, Tab.",164.0,41.0,205.0,174.0,46.0,220.0,261.0,84.0,345.0,206.0,116.0,322.0,705.0,128.0,833.0,2070.0,61.0,2131.0,3284.0,72.0,3356.0,4794.0,102.0,4896.0,4539.0,56.0,4595.0,3259.0,379.0,3638.0,4382.0,150.0,4532.0,6566.0,100.0,6666.0,30404.0,1335.0,31739.0
271,"Centla, Tabasco",18.3536762,-92.65219864326907,municipio,"Paraíso, Tab.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
272,"Centro, Tabasco",18.0271588,-92.77479118046158,municipio,"Tacotalpa, Tab.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,10.0,111.0,814.0,16.0,830.0,873.0,21.0,894.0,1677.0,8.0,1685.0,1463.0,0.0,1463.0,769.0,36.0,805.0,848.0,45.0,893.0,2365.0,5.0,2370.0,8910.0,141.0,9051.0
273,"Comalcalco, Tabasco",18.2615076,-93.2231523,municipio,"Teapa, Tab.",105.0,3.0,108.0,82.0,4.0,86.0,49.0,16.0,65.0,62.0,11.0,73.0,397.0,75.0,472.0,851.0,11.0,862.0,879.0,11.0,890.0,1430.0,3.0,1433.0,986.0,2.0,988.0,1068.0,58.0,1126.0,1223.0,19.0,1242.0,2566.0,5.0,2571.0,9698.0,218.0,9916.0
274,"Cunduacán, Tabasco",18.066059,-93.173675,municipio,"Tenosique, Tab.",231.0,169.0,400.0,331.0,280.0,611.0,698.0,730.0,1428.0,296.0,331.0,627.0,1406.0,246.0,1652.0,3252.0,111.0,3363.0,2853.0,97.0,2950.0,6415.0,300.0,6715.0,4554.0,385.0,4939.0,4542.0,926.0,5468.0,5567.0,944.0,6511.0,4595.0,361.0,4956.0,34740.0,4880.0,39620.0
275,"Emiliano Zapata, Tabasco",17.693626000000002,-91.63973455765353,municipio,"Aldama, Tamps.",0.0,0.0,0.0,8.0,2.0,10.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,14.0
276,"Huimanguillo, Tabasco",17.7620967,-93.66344080511584,municipio,"Altamira, Tamps.",13.0,41.0,54.0,27.0,16.0,43.0,33.0,15.0,48.0,5.0,3.0,8.0,9.0,8.0,17.0,1.0,0.0,1.0,57.0,15.0,72.0,0.0,0.0,0.0,144.0,315.0,459.0,79.0,38.0,117.0,0.0,28.0,28.0,15.0,11.0,26.0,383.0,490.0,873.0
277,"Jalapa, Tabasco",17.721716,-92.812012,municipio,"Antiguo Morelos, Tamps.",18.0,17.0,35.0,9.0,0.0,9.0,18.0,5.0,23.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,19.0,0.0,0.0,0.0,15.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,40.0,122.0
278,"Macuspana, Tabasco",17.760922,-92.596108,municipio,"Camargo, Tamps.",0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,25.0
279,"Paraíso, Tabasco",18.3987331,-93.2125326,municipio,"Cruillas, Tamps.",31.0,23.0,54.0,53.0,0.0,53.0,60.0,0.0,60.0,5.0,0.0,5.0,0.0,0.0,0.0,21.0,2.0,23.0,380.0,30.0,410.0,0.0,0.0,0.0,144.0,23.0,167.0,109.0,64.0,173.0,0.0,72.0,72.0,0.0,0.0,0.0,803.0,214.0,1017.0
280,"Tacotalpa, Tabasco",17.5952197,-92.8253388,municipio,"El Mante, Tamps.",0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0
281,"Teapa, Tabasco",17.5566526,-92.9480504,municipio,"González, Tamps.",0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0
282,"Tenosique, Tabasco",17.4707129,-91.4220212,municipio,"Gustavo Díaz Ordaz, Tamps.",0.0,0.0,0.0,12.0,0.0,12.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
283,"Aldama, Tamaulipas",22.9196081,-98.0741727,municipio,"Hidalgo, Tamps.",4.0,1.0,5.0,12.0,0.0,12.0,11.0,0.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,35.0,12.0,47.0
284,"Altamira, Tamaulipas",22.3921625,-97.9362975,municipio,"Jaumave, Tamps.",31.0,25.0,56.0,24.0,0.0,24.0,59.0,0.0,59.0,9.0,0.0,9.0,0.0,0.0,0.0,4.0,4.0,8.0,277.0,33.0,310.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,0.0,9.0,0.0,19.0,19.0,6.0,36.0,42.0,421.0,117.0,538.0
285,"Antiguo Morelos, Tamaulipas",22.56570125,-99.08713716065976,municipio,"Jiménez, Tamps.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286,"Cruillas, Tamaulipas",24.7554618,-98.5369904,municipio,"Matamoros, Tamps.",76.0,0.0,76.0,153.0,0.0,153.0,130.0,3.0,133.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,14.0,374.0
287,"El Mante, Tamaulipas",22.60787365,-98.93534140593027,municipio,"Miguel Alemán, Tamps.",2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0
288,"González, Tamaulipas",22.790387350000003,-98.57631895542931,municipio,"Nuevo Laredo, Tamps.",13.0,9.0,22.0,13.0,0.0,13.0,38.0,9.0,47.0,57.0,2.0,59.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,123.0,20.0,143.0
289,"Hidalgo, Tamaulipas",24.2480354,-99.4382079,municipio,"Padilla, Tamps.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,25.0
290,"Jaumave, Tamaulipas",23.40496,-99.3806698,municipio,"Reynosa, Tamps.",525.0,1.0,526.0,539.0,1.0,540.0,1455.0,6.0,1461.0,372.0,0.0,372.0,302.0,0.0,302.0,38.0,0.0,38.0,88.0,57.0,145.0,45.0,258.0,303.0,62.0,2.0,64.0,0.0,819.0,819.0,8.0,654.0,662.0,45.0,1062.0,1107.0,3479.0,2860.0,6339.0
291,"Jiménez, Tamaulipas",24.2169169,-98.483929,municipio,"Río Bravo, Tamps.",0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
292,"Matamoros, Tamaulipas",25.8810158,-97.5064866,municipio,"San Fernando, Tamps.",6.0,18.0,24.0,36.0,13.0,49.0,63.0,46.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,167.0,30.0,197.0,0.0,0.0,0.0,25.0,7.0,32.0,85.0,100.0,185.0,0.0,38.0,38.0,24.0,42.0,66.0,409.0,294.0,703.0
293,"Miguel Alemán, Tamaulipas",26.3995446,-99.0314218,municipio,"Soto la Marina, Tamps.",0.0,0.0,0.0,2.0,0.0,2.0,14.0,9.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,25.0,54.0
294,"Nuevo Laredo, Tamaulipas",27.4950571,-99.5074431,municipio,"Tampico, Tamps.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,7.0,0.0,25.0,25.0,4.0,5.0,9.0,12.0,35.0,47.0
295,"Reynosa, Tamaulipas",26.0907673,-98.2788191,municipio,"Victoria, Tamps.",0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,6.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,17.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,26.0,7.0,33.0
296,"Río Bravo, Tamaulipas",25.988981,-98.0945766,municipio,"Amaxac de Guerrero, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
297,"San Fernando, Tamaulipas",24.8466769,-98.1473493,municipio,"Apetatitlán de Antonio Carvajal, Tlax.",214.0,1.0,215.0,7.0,0.0,7.0,10.0,2.0,12.0,5.0,0.0,5.0,4.0,1.0,5.0,1.0,0.0,1.0,15.0,5.0,20.0,2.0,2.0,4.0,7.0,0.0,7.0,7.0,0.0,7.0,26.0,8.0,34.0,3.0,1.0,4.0,301.0,20.0,321.0
298,"Soto la Marina, Tamaulipas",23.87599915,-98.0502640007194,municipio,"Apizaco, Tlax.",9.0,3.0,12.0,5.0,4.0,9.0,4.0,0.0,4.0,19.0,3.0,22.0,8.0,53.0,61.0,0.0,0.0,0.0,7.0,10.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,60.0,73.0,133.0
299,"Tampico, Tamaulipas",22.2157619,-97.8577713,municipio,"Atlangatepec, Tlax.",76.0,9.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,9.0,85.0
300,"Victoria, Tamaulipas",23.7389846,-99.1441352,municipio,"Calpulalpan, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,15.0,10.0,0.0,10.0,0.0,0.0,0.0,24.0,1.0,25.0
301,"Amaxac de Guerrero, Tlaxcala",19.348889,-98.167778,municipio,"Chiautempan, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,4.0,2.0,6.0,1.0,0.0,1.0,14.0,2.0,16.0
302,"Apetatitlán de Antonio Carvajal, Tlaxcala",19.3505173,-98.19120205454092,municipio,"Cuapiaxtla, Tlax.",0.0,0.0,0.0,17.0,29.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,46.0
303,"Apizaco, Tlaxcala",19.415556,-98.14,municipio,"Huamantla, Tlax.",0.0,0.0,0.0,348.0,55.0,403.0,362.0,51.0,413.0,409.0,85.0,494.0,0.0,0.0,0.0,7.0,8.0,15.0,9.0,1.0,10.0,269.0,57.0,326.0,10.0,7.0,17.0,2.0,0.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,1423.0,264.0,1687.0
304,"Atlangatepec, Tlaxcala",19.530833,-98.208333,municipio,"Hueyotlipan, Tlax.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0
305,"Calpulalpan, Tlaxcala",19.587778,-98.569167,municipio,"Ixtacuixtla de Mariano Matamoros, Tlax.",141.0,100.0,241.0,303.0,345.0,648.0,170.0,136.0,306.0,100.0,94.0,194.0,20.0,22.0,42.0,52.0,25.0,77.0,38.0,111.0,149.0,42.0,105.0,147.0,31.0,41.0,72.0,85.0,97.0,182.0,176.0,191.0,367.0,58.0,61.0,119.0,1216.0,1328.0,2544.0
306,"Chiautempan, Tlaxcala",19.313889,-98.1925,municipio,"Ixtenco, Tlax.",200.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,0.0,0.0,0.0,207.0,54.0,261.0
307,"Cuapiaxtla, Tlaxcala",19.2961777,-97.768912,municipio,"Muñoz de Domingo Arenas, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
308,"Huamantla, Tlaxcala",19.313427,-97.9230236,municipio,"Nanacamilpa de Mariano Arista, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
309,"Hueyotlipan, Tlaxcala",19.469444,-98.348056,municipio,"Natívitas, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,17.0
310,"Ixtacuixtla de Mariano Matamoros, Tlaxcala",19.34670365,-98.37815810373962,municipio,"Papalotla de Xicohténcatl, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
311,"Ixtenco, Tlaxcala",19.2518725,-97.8947561,municipio,"San Jerónimo Zacualpan, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
312,"Muñoz de Domingo Arenas, Tlaxcala",19.474722,-98.208056,municipio,"San Juan Huactzinco, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
313,"Nanacamilpa de Mariano Arista, Tlaxcala",19.5080315,-98.54324076456274,municipio,"San Pablo del Monte, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
314,"Natívitas, Tlaxcala",19.233333,-98.314722,municipio,"Sanctórum de Lázaro Cárdenas, Tlax.",11.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,13.0
315,"Papalotla de Xicohténcatl, Tlaxcala",19.168611,-98.203889,municipio,"Santa Cruz Quilehtla, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0
316,"San Jerónimo Zacualpan, Tlaxcala",19.240833,-98.261389,municipio,"Santa Cruz Tlaxcala, Tlax.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0
317,"San Juan Huactzinco, Tlaxcala",19.2329326,-98.2520375,municipio,"Tetla de la Solidaridad, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
318,"San Pablo del Monte, Tlaxcala",19.12695185,-98.16539571695478,municipio,"Tlaxcala, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
319,"Sanctórum de Lázaro Cárdenas, Tlaxcala",19.4925,-98.471944,municipio,"Tlaxco, Tlax.",1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,8.0,12.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,4.0,0.0,4.0,6.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,6.0,40.0,8.0,48.0
320,"Santa Cruz Quilehtla, Tlaxcala",19.212222,-98.221111,municipio,"Tocatlán, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0
321,"Tetla de la Solidaridad, Tlaxcala",19.440556,-98.103333,municipio,"Tzompantepec, Tlax.",0.0,0.0,0.0,1.0,0.0,1.0,18.0,1.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,33.0
322,"Tlaxcala, Tlaxcala",19.416667,-98.166667,municipio,"Xaloztoc, Tlax.",209.0,17.0,226.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,146.0,17.0,163.0,220.0,53.0,273.0,414.0,99.0,513.0,3.0,0.0,3.0,261.0,59.0,320.0,211.0,81.0,292.0,159.0,98.0,257.0,180.0,72.0,252.0,1805.0,496.0,2301.0
323,"Tlaxco, Tlaxcala",19.62058645,-98.17076010112392,municipio,"Xaltocan, Tlax.",1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,136.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,144.0,301.0
324,"Tocatlán, Tlaxcala",19.389167,-98.03,municipio,"Yauhquemehcan, Tlax.",0.0,0.0,0.0,9.0,1.0,10.0,62.0,13.0,75.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,79.0,19.0,98.0
325,"Tzompantepec, Tlaxcala",19.38326045,-98.08616228147103,municipio,"Zacatelco, Tlax.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
