description,geometry_str,tipo,name,descripcion_1,descripcion_2,descripcion_3,descripcion_4,descripcion_5,descripcion_6,descripcion_7,descripcion_8,descripcion_9,descripcion_10,descripcion_11,descripcion_12,descripcion_13
"lndependencia No. 609, esquina Altamirano, Barrio Zapotal, Acayucan. <br><br>T. 	924 244 9156 <br><br>Lunes a viernes, 9:00 a.m. -5:00 p.m. ","c(-94.9085382, 17.950305, 0)",Consulados,Consulado de Guatemala ,"lndependencia No. 609, esquina Altamirano, Barrio Zapotal, Acayucan. ",,T. 	924 244 9156 ,,"Lunes a viernes, 9:00 a.m. -5:00 p.m. ",,,,,,,,
"Carretera Acayucan-Oluta Km 1.13, Cal. Olmeca, Oluta. 24 hrs. ","c(-94.9057116, 17.9325805, 0)",Salud,Hospital Oluta Acayucan,"Carretera Acayucan-Oluta Km 1.13, Cal. Olmeca, Oluta. 24 hrs. ",,,,,,,,,,,,
T. 924 245 0028 1 24 hrs. ,"c(-94.9119019, 17.9478892, 0)",Salud,Cruz Roja Delegación Acayucan,T. 924 245 0028 1 24 hrs. ,,,,,,,,,,,,
T. 	924 245 0046 <br><br>24 hrs. ,"c(-94.9047638, 17.9479436, 0)",Transporte,Central Camionera de Acayucan,T. 	924 245 0046 ,,24 hrs. ,,,,,,,,,,
"Carretera Acayucan-Oluta Km 1.13, Cal. Olmeca, Oluta. <br><br>T. 924 245 0013, 924 245 0085 y 924 245 1814 Ext. 132 <br><br>Lunes a domingo, 6:00 a.m. -10:00 p.m. ","c(-94.9065636, 17.9320265, 0)",Deporte y Cultura,Cancha la Malinche ,"Carretera Acayucan-Oluta Km 1.13, Cal. Olmeca, Oluta. ",,"T. 924 245 0013, 924 245 0085 y 924 245 1814 Ext. 132 ",,"Lunes a domingo, 6:00 a.m. -10:00 p.m. ",,,,,,,,
"T.	 924 245 0013, 924 245 0085 y 924 245 1814 Ext. 132 <br><br>Lunes a domingo, 6:00 a.m. - 10:00 p.m. ","c(-94.9209507, 17.9366139, 0)",Deporte y Cultura,"Unidad Deportiva ""El Greco""","T.	 924 245 0013, 924 245 0085 y 924 245 1814 Ext. 132 ",,"Lunes a domingo, 6:00 a.m. - 10:00 p.m. ",,,,,,,,,,
"Melchor Ocampo No. 52, Cal. Nuevo, Acayucan.<br><br>T. 	924 245 0013 <br><br>Lunes a domingo, 8:30 a.m. -4:00 p.m. ","c(-94.9109158, 17.9434801, 0)",Deporte y Cultura,Casa De La Cultura,"Melchor Ocampo No. 52, Cal. Nuevo, Acayucan.",,T. 	924 245 0013 ,,"Lunes a domingo, 8:30 a.m. -4:00 p.m. ",,,,,,,,
9242459055,"c(-94.9109558, 17.950808, 0)",Derechos Humanos,Comisión Estatal de Derechos Humanos - Delegación Étnica Acayucan,9242459055,,,,,,,,,,,,
"Centro de capacitación, educación básica,<br>formación para el trabajo y comedor<br>público. Servicios para mayores de edad.<br><br>998 255 1515<br><br>Lunes a viernes, 11:00 am a 2:00 pm.","c(-86.828961, 21.164304, 0)",Alimentación,"Centro de capacitación y comedor
comunitario","Centro de capacitación, educación básica,",formación para el trabajo y comedor,público. Servicios para mayores de edad.,,998 255 1515,,"Lunes a viernes, 11:00 am a 2:00 pm.",,,,,,
"Espacio para realizar trámites migratorios<br>incluyendo presentar la solicitud de<br>condición de refugiado y solicitar las tarjetas<br>de residencia o visitante.<br><br>998 881 3560<br><br>Lunes a viernes, 09:00 am a 1:00 pm","c(-86.8242232, 21.1633073, 0)",Instituciones Públicas,Instituto Nacional de Migración,Espacio para realizar trámites migratorios,incluyendo presentar la solicitud de,condición de refugiado y solicitar las tarjetas,de residencia o visitante.,,998 881 3560,,"Lunes a viernes, 09:00 am a 1:00 pm",,,,,
"Registro de nacimiento, matrimonio,<br>divorcio o defunción y otros actos civiles. <br><br>998 881 2800 Ext. 7502<br><br>Lunes a viernes, 08:30 am a 6:00 pm.","c(-86.8280649, 21.161914, 0)",Instituciones Públicas,Dirección de la Coordinación de Registro Civil en Cancún,"Registro de nacimiento, matrimonio,",divorcio o defunción y otros actos civiles. ,,998 881 2800 Ext. 7502,,"Lunes a viernes, 08:30 am a 6:00 pm.",,,,,,,
"Atención a población vulnerable, primordialmente<br>niñas, niños, adolescentes, mujeres, personas<br>adultas mayores y personas con discapacidad.<br>Albergue infantil para niñez migrante.<br><br>988 888 8921 o 22 Ext. 331.<br><br>Lunes a viernes, 07:00 am a 8:00 pm.","c(-86.8676262, 21.1627212, 0)",Instituciones Públicas,Sistema para el Desarrollo Integral de la Familia (DIF),"Atención a población vulnerable, primordialmente","niñas, niños, adolescentes, mujeres, personas",adultas mayores y personas con discapacidad.,Albergue infantil para niñez migrante.,,988 888 8921 o 22 Ext. 331.,,"Lunes a viernes, 07:00 am a 8:00 pm.",,,,,
"Emisión de pasaportes, trámites de<br>naturalización.<br><br>998 262 2639 / 998 262 2642<br><br>Lunes a viernes, 08:00 am a 3:00 pm.","c(-86.8242135, 21.1587674, 0)",Instituciones Públicas,Delegación de la Secretaria de Relaciones Exteriores,"Emisión de pasaportes, trámites de",naturalización.,,998 262 2639 / 998 262 2642,,"Lunes a viernes, 08:00 am a 3:00 pm.",,,,,,,
"Apoyos sociales adultos mayores, personas<br>con discapacidad, becas para estudiantes de<br> educación media superior y universidad.<br><br>998 843 6340<br><br>Lunes a viernes, 08:00 am a 5:00 pm<br>y sábados 09:00 am a 1:00 pm.","c(-86.829181, 21.1648091, 0)",Instituciones Públicas,Secretaria de Bienestar,"Apoyos sociales adultos mayores, personas","con discapacidad, becas para estudiantes de", educación media superior y universidad.,,998 843 6340,,"Lunes a viernes, 08:00 am a 5:00 pm",y sábados 09:00 am a 1:00 pm.,,,,,
"Servicios de asesoría jurídica, psicológica,<br>trabajo social a personas víctimas de violencia.<br><br>998 211 0988<br><br>Lunes a viernes, 08:00 am a 4:00 pm ","c(-86.8382039, 21.194886, 0)",Justicia / Derechos Humanos,"Centro Especializado para la
Atención a la Violencia (CEAV)","Servicios de asesoría jurídica, psicológica,",trabajo social a personas víctimas de violencia.,,998 211 0988,,"Lunes a viernes, 08:00 am a 4:00 pm ",,,,,,,
"Asesoría Jurídica y representación legal en<br>área penal y Derechos Humanos.<br><br>998 217 5679<br><br>Lunes a viernes, 08:00 am a 5:00 pm","c(-86.8563519, 21.1467667, 0)",Justicia / Derechos Humanos,Comisión Ejecutiva de Atención a Víctimas (CEAVE),Asesoría Jurídica y representación legal en,área penal y Derechos Humanos.,,998 217 5679,,"Lunes a viernes, 08:00 am a 5:00 pm",,,,,,,
,"c(-86.8537741, 21.1481061, 0)",Justicia / Derechos Humanos,Instituto Federal de Defensoría Pública,,,,,,,,,,,,,
"Protección, defensa, observancia, promoción,<br>estudio y divulgación de los derechos humanos.<br>Recepción de quejas.<br><br>998 898 2290 / 998 898 2291<br><br>Lunes a viernes, 08:00 am a 6:00 pm<br>con guardia permanente.","c(-86.8265334, 21.1535593, 0)",Justicia / Derechos Humanos,Comisión Estatal de Derechos Humanos,"Protección, defensa, observancia, promoción,",estudio y divulgación de los derechos humanos.,Recepción de quejas.,,998 898 2290 / 998 898 2291,,"Lunes a viernes, 08:00 am a 6:00 pm",con guardia permanente.,,,,,
"Oficinas de atención a la mujer en materia<br>de emprendimiento, capacitación, acompañamiento en casos de violencia de género.<br><br>998 892 0033<br><br>Lunes a viernes, 09:00 am a 5:00 pm","c(-86.8241068, 21.1677611, 0)",Mujeres,"Instituto Quintanarroense de la Mujer
(IQM)",Oficinas de atención a la mujer en materia,"de emprendimiento, capacitación, acompañamiento en casos de violencia de género.",,998 892 0033,,"Lunes a viernes, 09:00 am a 5:00 pm",,,,,,,
Oficinas de atención a la mujer y Niños Niñas y<br>Adolescentes en materia de delitos.<br><br>998 256 1383<br><br>24 horas.,"c(-86.862792, 21.1628257, 0)",Mujeres,Centro de Justicia para las Mujeres de Cancún ,Oficinas de atención a la mujer y Niños Niñas y,Adolescentes en materia de delitos.,,998 256 1383,,24 horas.,,,,,,,
Asesoría Jurídica y representación legal en<br>área penal y Derechos Humanos en delitos<br>cometidos en contra de mujeres.<br><br>998 840 2236<br><br>24 horas,"c(-86.8632886, 21.1629238, 0)",Mujeres,Fiscalía Especializada para la Atención de Delitos contra la Mujer y por razones de Género ,Asesoría Jurídica y representación legal en,área penal y Derechos Humanos en delitos,cometidos en contra de mujeres.,,998 840 2236,,24 horas,,,,,,
"Centro Comercial las Palmas, Local A34-B,<br>2 ° piso.<br><br>Bolsa de trabajo, apoyos para autoempleo,<br>capacitación en competencias laborales,<br>vinculación laboral.<br><br>988 892 2094<br><br>Lunes a viernes, 8:00 am a 2:00 pm","c(-86.8377789, 21.1541099, 0)",Empleo y Educación,Servicio Estatal de Empleo y Capacitación para el Trabajo,"Centro Comercial las Palmas, Local A34-B,",2 ° piso.,,"Bolsa de trabajo, apoyos para autoempleo,","capacitación en competencias laborales,",vinculación laboral.,,988 892 2094,,"Lunes a viernes, 8:00 am a 2:00 pm",,,
"Servicios de capacitación para el trabajo industrial (cursos de electricidad, cosmetología, hostelería, inglés, francés e informática ).<br><br>998 840 3300<br><br>Lunes a viernes, 07:00 am a 7:00 pm.","c(-86.8545789, 21.1640206, 0)",Empleo y Educación,Centro de Capacitación para el Trabajo Industrial (CECATI) 119,"Servicios de capacitación para el trabajo industrial (cursos de electricidad, cosmetología, hostelería, inglés, francés e informática ).",,998 840 3300,,"Lunes a viernes, 07:00 am a 7:00 pm.",,,,,,,,
"Servicios educativos para mayores de 18 años<br>que deseen continuar con sus estudios.<br><br>998 254 5680<br><br>Lunes a viernes, 08:00 am a 4:00 pm","c(-86.892417, 21.148613, 0)",Empleo y Educación,"Instituto Estatal para la Educación de
Jóvenes y Adultos (IEEA)",Servicios educativos para mayores de 18 años,que deseen continuar con sus estudios.,,998 254 5680,,"Lunes a viernes, 08:00 am a 4:00 pm",,,,,,,
"Administración de servicios y programas de<br>educación básica, media y superior estatales.<br>Revalidación de títulos, quejas, inscripciones.<br><br>998 898 3285 / 3286 <br><br>Lunes a viernes, 08:00 am a 4:00 pm","c(-86.8210082, 21.1696842, 0)",Empleo y Educación,Secretaria de Educación y Cultura,Administración de servicios y programas de,"educación básica, media y superior estatales.","Revalidación de títulos, quejas, inscripciones.",,998 898 3285 / 3286 ,,"Lunes a viernes, 08:00 am a 4:00 pm",,,,,,
"Atención médica básica, de urgencias y afiliación al sistema de salud.<br><br>988 234 0000 Ext. 3<br><br>Lunes a viernes, 07:00 am a 8:00 pm. ","c(-86.8763503, 21.1961633, 0)",Hospitales,"Hospital General De Cancún ""Jesús Kumate Rodriguez""","Atención médica básica, de urgencias y afiliación al sistema de salud.",,988 234 0000 Ext. 3,,"Lunes a viernes, 07:00 am a 8:00 pm. ",,,,,,,,
Servicio de transporte local.<br><br>228 842 2500<br><br>24 horas.,"c(-86.8266457, 21.164339, 0)",Transporte,Central de Autobuses,Servicio de transporte local.,,228 842 2500,,24 horas.,,,,,,,,
Servicio de transporte aéreo nacional e<br>internacional.<br><br>55 5284 0400<br><br>24 horas.,"c(-86.8740062, 21.0417033, 0)",Transporte,Aeropuerto Internacional de Cancún,Servicio de transporte aéreo nacional e,internacional.,,55 5284 0400,,24 horas.,,,,,,,
"Variedad de productos, servicios y comercialización de ropa y calzado, alimentos frescos y comida a la venta.<br><br>Lunes a domingo, 8:00 am a 7:00 pm","c(-86.8344996, 21.1612911, 0)",Compras,Mercado 28,"Variedad de productos, servicios y comercialización de ropa y calzado, alimentos frescos y comida a la venta.",,"Lunes a domingo, 8:00 am a 7:00 pm",,,,,,,,,,
"Preservación, fomento de la cultura e impartición de cursos sobre disciplinas relacionadas con el arte<br><br>998 898 4510 <br><br>Lunes a viernes, 10:00 am a 3:00 pm. ","c(-86.8272461, 21.1694938, 0)",Cultura,Instituto de la Cultura y las Artes,"Preservación, fomento de la cultura e impartición de cursos sobre disciplinas relacionadas con el arte",,998 898 4510 ,,"Lunes a viernes, 10:00 am a 3:00 pm. ",,,,,,,,
"Preservación y fomento de la cultura.<br><br>998 884 8229<br><br>Lunes a viernes, 08:00 am a 9:00 pm y<br>sábado 09:00 am a 2:00 pm.","c(-86.8334732, 21.1524524, 0)",Cultura,Casa de Cultura Cancún,Preservación y fomento de la cultura.,,998 884 8229,,"Lunes a viernes, 08:00 am a 9:00 pm y",sábado 09:00 am a 2:00 pm.,,,,,,,
"Asesoría a los trabajadores.<br><br>983 832 0843<br><br>Lunes a viernes, 8:00 am a 4:00 pm.","c(-88.2948119, 18.5048083, 0)",Justicia y Derechos Humanos,Procuraduría de la Defensa del Trabajo,Asesoría a los trabajadores.,,983 832 0843,,"Lunes a viernes, 8:00 am a 4:00 pm.",,,,,,,,
"Investiga delitos cometidos por o en contra<br>de personas migrantes.<br><br>983 835 0050 / 983 103 3730<br>983 167 8836 (TITULAR)<br><br>Lunes a viernes, 8:30 am a 8:30 pm y<br>guardia de 24hrs.","c(-88.395465, 18.4934448, 0)",Justicia y Derechos Humanos,"Fiscalía especializada en delitos
cometidos en contra de los migrantes",Investiga delitos cometidos por o en contra,de personas migrantes.,,983 835 0050 / 983 103 3730,983 167 8836 (TITULAR),,"Lunes a viernes, 8:30 am a 8:30 pm y",guardia de 24hrs.,,,,,
"Protección, defensa, observancia, promoción,<br>estudio y divulgación de los derechos humanos.<br>Recepción de quejas.<br><br>983 832 7090<br><br>Lunes a viernes, 8:00 am 8:00 pm.<br>Guardia telefónica 24h al 075.","c(-88.3098807, 18.5056957, 0)",Justicia y Derechos Humanos,Comisión Estatal de los Derechos Humanos,"Protección, defensa, observancia, promoción,",estudio y divulgación de los derechos humanos.,Recepción de quejas.,,983 832 7090,,"Lunes a viernes, 8:00 am 8:00 pm.",Guardia telefónica 24h al 075.,,,,,
"Atención jurídica y psicológica a grupos vulnerables en materia de violencia en el hogar. <br><br>911<br><br>Lunes a viernes, 8:00 am a 4:00 pm. ","c(-88.3055254, 18.5412705, 0)",Institución Pública,"Grupos Especializados de Atención a
la Violencia de Género (GEAVIG)",Atención jurídica y psicológica a grupos vulnerables en materia de violencia en el hogar. ,,911,,"Lunes a viernes, 8:00 am a 4:00 pm. ",,,,,,,,
"Espacio para realizar trámites migratorios, incluyendo presentar la solicitud de la condición de refugiado y solicitar la tarjeta de visitante.<br><br>983 835 0012.<br>Ext 233/211/259<br><br>Lunes a viernes, 9:00 am a 1:00 pm.","c(-88.3314752, 18.5039935, 0)",Institución Pública,Instituto Nacional De Migración,"Espacio para realizar trámites migratorios, incluyendo presentar la solicitud de la condición de refugiado y solicitar la tarjeta de visitante.",,983 835 0012.,Ext 233/211/259,,"Lunes a viernes, 9:00 am a 1:00 pm.",,,,,,,
"Atención médica básica, de urgencias y<br>afiliación al sistema de salud.<br><br>983 129 2735<br><br>Lunes a viernes, 7:00 am a 9:00 pm.<br>Sábados, domingos y días festivos de<br>8:00 am a 8:00 pm.","c(-88.3040718, 18.5170703, 0)",Salud,Hospital General de Chetumal,"Atención médica básica, de urgencias y",afiliación al sistema de salud.,,983 129 2735,,"Lunes a viernes, 7:00 am a 9:00 pm.","Sábados, domingos y días festivos de",8:00 am a 8:00 pm.,,,,,
"Atención médica básica, de urgencias y<br>afiliación al sistema de salud.<br><br>938 833 9942<br>983 832 1588<br><br>Lunes a viernes, 7:00 am a 9:00 pm.<br>Sábados, domingos y días festivos de<br>7:00 am a 7:00 pm Urgencias 24 hrs.","c(-88.298131, 18.5020859, 0)",Salud,Hospital Materno Infantil Morelos,"Atención médica básica, de urgencias y",afiliación al sistema de salud.,,938 833 9942,983 832 1588,,"Lunes a viernes, 7:00 am a 9:00 pm.","Sábados, domingos y días festivos de",7:00 am a 7:00 pm Urgencias 24 hrs.,,,,
"Oficinas de atención a la mujer en materia de<br>emprendimiento, capacitación, compañamiento<br>en casos de violencia de género.<br><br>983 833 1323. Ext. 116<br><br>Lunes a viernes, 9:00 am a 5:00 pm.","c(-88.3071064, 18.4968688, 0)","Mujer, niñez y juventud",Instituto Quintanarroense de la Mujer,Oficinas de atención a la mujer en materia de,"emprendimiento, capacitación, compañamiento",en casos de violencia de género.,,983 833 1323. Ext. 116,,"Lunes a viernes, 9:00 am a 5:00 pm.",,,,,,
"Servicios para la detención y tratamiento del<br>cáncer de mama y afiliación al sistema de salud.<br><br>983 835 1945<br>983 833 5438. <br><br>Lunes a viernes, 7:00 am a 9:30 pm. ","c(-88.3468928, 18.5078414, 0)","Mujer, niñez y juventud","Unidad de Especialidad Médica para
la Detección y Diagnóstico del Cáncer
de Mama (UNEME)",Servicios para la detención y tratamiento del,cáncer de mama y afiliación al sistema de salud.,,983 835 1945,983 833 5438. ,,"Lunes a viernes, 7:00 am a 9:30 pm. ",,,,,,
Desarrollo Integral de la Familia,"c(-88.3049895, 18.4971866, 0)","Mujer, niñez y juventud",DIF Municipal ,Desarrollo Integral de la Familia,,,,,,,,,,,,
"Atención y cuidado diurno para personas adultas mayores y discapacitadas.<br><br>983 832 9148<br><br>Lunes a viernes, 8:00 am a 12:00 pm.","c(-88.2892481, 18.5077304, 0)",Adultos Mayores,"Club de la Tercera Edad Antonia
Madrid Viuda de Villanueva",Atención y cuidado diurno para personas adultas mayores y discapacitadas.,,983 832 9148,,"Lunes a viernes, 8:00 am a 12:00 pm.",,,,,,,,
"Trámite de la Tarjeta INAPAM y orientación sobre servicios disponibles para personas adultas mayores.<br><br>983 833 4176<br><br>Lunes a viernes, 8:00 am a 3:00 pm.","c(-88.3093464, 18.5081598, 0)",Adultos Mayores,Instituto Nacional del Adulto Mayor (INAPAM),Trámite de la Tarjeta INAPAM y orientación sobre servicios disponibles para personas adultas mayores.,,983 833 4176,,"Lunes a viernes, 8:00 am a 3:00 pm.",,,,,,,,
"Bolsa de trabajo, apoyos para autoempleo,<br>capacitación en competencias laborales,<br>vinculación laboral.<br><br>983 832 4567, 832 8796,<br>833 0662.<br><br>Lunes a viernes, 8:00 am a 4:00 pm.","c(-88.2947944, 18.5045097, 0)",Empleo,Servicio Estatal del Empleo y Capacitación para el Trabajo,"Bolsa de trabajo, apoyos para autoempleo,","capacitación en competencias laborales,",vinculación laboral.,,"983 832 4567, 832 8796,",833 0662.,,"Lunes a viernes, 8:00 am a 4:00 pm.",,,,,
"Visitas guiadas Conciertos Conferencias Presentaciones editoriales Concurso de arte así como cursos de pintura y escultura Servicios educativos.<br><br>983 832 3002 ext. 139,<br> 983 832 1350 ext. 139<br><br>Martes a sábado, 09:00 am a 7:00 pm y<br>domingo, 09:00 am a 2:00 pm. Adultos y<br>descuento a niños, domingos entrada<br>libre con credenciales de Quintana Roo.","c(-88.2966366, 18.5014723, 0)",Cultura,Museo de la Ciudad de Chetumal,Visitas guiadas Conciertos Conferencias Presentaciones editoriales Concurso de arte así como cursos de pintura y escultura Servicios educativos.,,"983 832 3002 ext. 139,", 983 832 1350 ext. 139,,"Martes a sábado, 09:00 am a 7:00 pm y","domingo, 09:00 am a 2:00 pm. Adultos y","descuento a niños, domingos entrada",libre con credenciales de Quintana Roo.,,,,
"El museo plasma la forma de vida, cotidianidad y grandeza arquitectónica de la cultura Maya, así como su sistema calendárico y cosmovisión.<br><br>983 832 6838<br><br>Martes a domingo, 09:00 am a 7:00 pm. ","c(-88.2954615, 18.5039678, 0)",Cultura,Museo de la Cultura Maya,"El museo plasma la forma de vida, cotidianidad y grandeza arquitectónica de la cultura Maya, así como su sistema calendárico y cosmovisión.",,983 832 6838,,"Martes a domingo, 09:00 am a 7:00 pm. ",,,,,,,,
